variant_id,horizon_i,horizon_j,distance
N6,10,7,5.781435489654541
N6,10,8,6.111591339111328
N6,10,9,6.347620964050293
N6,10,10,0.0
N7,1,1,0.0
N7,1,2,6.357444763183594
N7,1,3,6.568169593811035
N7,1,4,6.568668842315674
N7,1,5,6.421558380126953
N7,1,6,6.825263500213623
N7,1,7,6.404319763183594
N7,1,8,6.102747440338135
N7,1,9,6.362149238586426
N7,1,10,6.662942886352539
N7,2,1,6.357444763183594
N7,2,2,0.0
N7,2,3,6.056768894195557
N7,2,4,6.778897285461426
N7,2,5,5.9818878173828125
N7,2,6,6.902493953704834
N7,2,7,5.753833293914795
N7,2,8,6.4069952964782715
N7,2,9,6.63461446762085
N7,2,10,6.1801066398620605
N7,3,1,6.568169593811035
N7,3,2,6.056768894195557
N7,3,3,0.0
N7,3,4,6.815433979034424
N7,3,5,6.789560794830322
N7,3,6,7.137698650360107
N7,3,7,5.638949394226074
N7,3,8,6.585029125213623
N7,3,9,6.216343879699707
N7,3,10,5.979278564453125
N7,4,1,6.568668842315674
N7,4,2,6.778897285461426
N7,4,3,6.815433979034424
N7,4,4,0.0
N7,4,5,6.220205307006836
N7,4,6,5.315292835235596
N7,4,7,6.922489643096924
N7,4,8,5.806560039520264
N7,4,9,5.7711262702941895
N7,4,10,6.488131046295166
N7,5,1,6.421558380126953
N7,5,2,5.9818878173828125
N7,5,3,6.789560794830322
N7,5,4,6.220205307006836
N7,5,5,0.0
N7,5,6,5.665122032165527
N7,5,7,6.067920207977295
N7,5,8,6.39260721206665
N7,5,9,6.0442118644714355
N7,5,10,5.585147857666016
N7,6,1,6.825263500213623
N7,6,2,6.902493953704834
N7,6,3,7.137698650360107
N7,6,4,5.315292835235596
N7,6,5,5.665122032165527
N7,6,6,0.0
N7,6,7,6.338526248931885
N7,6,8,6.672946929931641
N7,6,9,6.245243549346924
N7,6,10,6.3681840896606445
N7,7,1,6.404319763183594
N7,7,2,5.753833293914795
N7,7,3,5.638949394226074
N7,7,4,6.922489643096924
N7,7,5,6.067920207977295
N7,7,6,6.338526248931885
N7,7,7,0.0
N7,7,8,6.5090436935424805
N7,7,9,7.000395774841309
N7,7,10,5.781435489654541
N7,8,1,6.102747440338135
N7,8,2,6.4069952964782715
N7,8,3,6.585029125213623
N7,8,4,5.806560039520264
N7,8,5,6.39260721206665
N7,8,6,6.672946929931641
N7,8,7,6.5090436935424805
N7,8,8,0.0
N7,8,9,5.855619430541992
N7,8,10,6.111591339111328
N7,9,1,6.362149238586426
N7,9,2,6.63461446762085
N7,9,3,6.216343879699707
N7,9,4,5.7711262702941895
N7,9,5,6.0442118644714355
N7,9,6,6.245243549346924
N7,9,7,7.000395774841309
N7,9,8,5.855619430541992
N7,9,9,0.0
N7,9,10,6.347620964050293
N7,10,1,6.662942886352539
N7,10,2,6.1801066398620605
N7,10,3,5.979278564453125
N7,10,4,6.488131046295166
N7,10,5,5.585147857666016
